,Layer,duration_time,timestamp,packet_length,payload_length
6093,TCP,2020-04-03 14:52:09.322196,1585905729.322196,66,371
6094,TCP,2020-04-03 14:52:09.412026,1585905729.412026,190,371
6095,TCP,2020-04-03 14:52:09.412068,1585905729.412068,66,371
6096,TCP,2020-04-03 14:52:09.512776,1585905729.512776,190,371
6097,TCP,2020-04-03 14:52:09.512822,1585905729.512822,66,371
6098,TCP,2020-04-03 14:52:09.613502,1585905729.613502,190,371
6099,TCP,2020-04-03 14:52:09.613548,1585905729.613548,66,371
6100,TCP,2020-04-03 14:52:09.714210,1585905729.71421,190,371
6101,TCP,2020-04-03 14:52:09.714264,1585905729.714264,66,371
6102,TCP,2020-04-03 14:52:09.814887,1585905729.814887,190,371
6103,TCP,2020-04-03 14:52:09.814929,1585905729.814929,66,371
6104,TCP,2020-04-03 14:52:09.915555,1585905729.915555,190,371
6105,TCP,2020-04-03 14:52:09.915603,1585905729.915603,66,371
6106,TCP,2020-04-03 14:52:10.016310,1585905730.01631,190,371
6107,TCP,2020-04-03 14:52:10.016354,1585905730.016354,66,371
6108,TCP,2020-04-03 14:52:10.117034,1585905730.117034,190,371
6109,TCP,2020-04-03 14:52:10.117090,1585905730.11709,66,371
6110,TCP,2020-04-03 14:52:10.217789,1585905730.217789,190,371
6111,TCP,2020-04-03 14:52:10.217843,1585905730.217843,66,371
6112,TCP,2020-04-03 14:52:10.247023,1585905730.247023,87,2
6113,TCP,2020-04-03 14:52:10.247151,1585905730.247151,77,2
6114,TCP,2020-04-03 14:52:10.247188,1585905730.247188,66,2
6115,TCP,2020-04-03 14:52:10.247365,1585905730.247365,83,2
6116,TCP,2020-04-03 14:52:10.247459,1585905730.247459,144,1
6117,TCP,2020-04-03 14:52:10.247825,1585905730.247825,417,3
6118,TCP,2020-04-03 14:52:10.248113,1585905730.248113,79,2
6119,TCP,2020-04-03 14:52:10.248295,1585905730.248295,94,2
6120,TCP,2020-04-03 14:52:10.249041,1585905730.249041,139,1
6121,TCP,2020-04-03 14:52:10.249387,1585905730.249387,77,2
6122,TCP,2020-04-03 14:52:10.250399,1585905730.250399,77,2
6123,TCP,2020-04-03 14:52:10.250507,1585905730.250507,87,2
6124,TCP,2020-04-03 14:52:10.250581,1585905730.250581,77,2
6125,TCP,2020-04-03 14:52:10.251192,1585905730.251192,312,3
6126,TCP,2020-04-03 14:52:10.251417,1585905730.251417,2945,1
6127,TCP,2020-04-03 14:52:10.252098,1585905730.252098,74,1
6128,TCP,2020-04-03 14:52:10.252112,1585905730.252112,74,1
6129,TCP,2020-04-03 14:52:10.252125,1585905730.252125,66,1
6130,TCP,2020-04-03 14:52:10.252420,1585905730.25242,80,41
6131,TCP,2020-04-03 14:52:10.252428,1585905730.252428,66,41
6132,TCP,2020-04-03 14:52:10.264171,1585905730.264171,651,1754
6133,TCP,2020-04-03 14:52:10.264260,1585905730.26426,74,23
6134,TCP,2020-04-03 14:52:10.264267,1585905730.264267,66,23
6135,TCP,2020-04-03 14:52:10.264318,1585905730.264318,130,191
6136,TCP,2020-04-03 14:52:10.264446,1585905730.264446,74,23
6137,TCP,2020-04-03 14:52:10.264454,1585905730.264454,66,23
6138,TCP,2020-04-03 14:52:10.264486,1585905730.264486,651,1754
6139,TCP,2020-04-03 14:52:10.276676,1585905730.276676,907,2522
6140,TCP,2020-04-03 14:52:10.276700,1585905730.2767,66,2522
6141,TCP,2020-04-03 14:52:10.277018,1585905730.277018,74,23
6142,TCP,2020-04-03 14:52:10.277025,1585905730.277025,66,23
6143,TCP,2020-04-03 14:52:10.277064,1585905730.277064,386,959
6144,TCP,2020-04-03 14:52:10.277076,1585905730.277076,66,959
6145,TCP,2020-04-03 14:52:10.277172,1585905730.277172,74,23
6146,TCP,2020-04-03 14:52:10.277179,1585905730.277179,66,23
6147,TCP,2020-04-03 14:52:10.277215,1585905730.277215,907,2522
6148,TCP,2020-04-03 14:52:10.277225,1585905730.277225,66,2522
6149,TCP,2020-04-03 14:52:10.290982,1585905730.290982,66,2522
6150,TCP,2020-04-03 14:52:10.318585,1585905730.318585,190,371
6151,TCP,2020-04-03 14:52:10.318931,1585905730.318931,66,371
6152,TCP,2020-04-03 14:52:10.419789,1585905730.419789,190,371
6153,TCP,2020-04-03 14:52:10.419831,1585905730.419831,66,371
6154,TCP,2020-04-03 14:52:10.454112,1585905730.454112,82,47
6155,TCP,2020-04-03 14:52:10.454151,1585905730.454151,66,47
6156,TCP,2020-04-03 14:52:10.454521,1585905730.454521,66,47
6157,TCP,2020-04-03 14:52:10.454601,1585905730.454601,66,47
6158,TCP,2020-04-03 14:52:10.454613,1585905730.454613,66,47
6159,TCP,2020-04-03 14:52:10.520538,1585905730.520538,190,371
6160,TCP,2020-04-03 14:52:10.520584,1585905730.520584,66,371
6161,TCP,2020-04-03 14:52:10.621298,1585905730.621298,190,371
6162,TCP,2020-04-03 14:52:10.621342,1585905730.621342,66,371
6163,TCP,2020-04-03 14:52:10.722049,1585905730.722049,190,371
6164,TCP,2020-04-03 14:52:10.722092,1585905730.722092,66,371
6165,TCP,2020-04-03 14:52:10.822757,1585905730.822757,190,371
6166,TCP,2020-04-03 14:52:10.822807,1585905730.822807,66,371
6167,TCP,2020-04-03 14:52:10.923484,1585905730.923484,190,371
6168,TCP,2020-04-03 14:52:10.923529,1585905730.923529,66,371
6169,TCP,2020-04-03 14:52:11.024206,1585905731.024206,190,371
6170,TCP,2020-04-03 14:52:11.024244,1585905731.024244,66,371
6171,TCP,2020-04-03 14:52:11.124874,1585905731.124874,190,371
6172,TCP,2020-04-03 14:52:11.124916,1585905731.124916,66,371
6173,TCP,2020-04-03 14:52:11.225590,1585905731.22559,190,371
6174,TCP,2020-04-03 14:52:11.225635,1585905731.225635,66,371
6175,TCP,2020-04-03 14:52:11.326259,1585905731.326259,190,371
6176,TCP,2020-04-03 14:52:11.326388,1585905731.326388,66,371
6177,TCP,2020-04-03 14:52:11.426998,1585905731.426998,190,371
6178,TCP,2020-04-03 14:52:11.427044,1585905731.427044,66,371
6179,TCP,2020-04-03 14:52:11.527772,1585905731.527772,190,371
6180,TCP,2020-04-03 14:52:11.527815,1585905731.527815,66,371
6181,TCP,2020-04-03 14:52:11.628491,1585905731.628491,190,371
6182,TCP,2020-04-03 14:52:11.628527,1585905731.628527,66,371
6183,TCP,2020-04-03 14:52:11.729169,1585905731.729169,190,371
6184,TCP,2020-04-03 14:52:11.729208,1585905731.729208,66,371
6185,TCP,2020-04-03 14:52:11.797729,1585905731.797729,282,3
6186,TCP,2020-04-03 14:52:11.798475,1585905731.798475,16450,197
6187,TCP,2020-04-03 14:52:11.798509,1585905731.798509,66,197
6188,TCP,2020-04-03 14:52:11.798805,1585905731.798805,16450,194
6189,TCP,2020-04-03 14:52:11.798832,1585905731.798832,66,194
6190,TCP,2020-04-03 14:52:11.799203,1585905731.799203,16450,332
6191,TCP,2020-04-03 14:52:11.799231,1585905731.799231,66,332
6192,TCP,2020-04-03 14:52:11.799293,1585905731.799293,2201,104
6193,TCP,2020-04-03 14:52:11.799301,1585905731.799301,66,104
6194,TCP,2020-04-03 14:52:11.801573,1585905731.801573,282,3
6195,TCP,2020-04-03 14:52:11.802158,1585905731.802158,16450,197
6196,TCP,2020-04-03 14:52:11.802461,1585905731.802461,16450,194
6197,TCP,2020-04-03 14:52:11.802490,1585905731.80249,66,194
6198,TCP,2020-04-03 14:52:11.802745,1585905731.802745,16450,332
6199,TCP,2020-04-03 14:52:11.802844,1585905731.802844,2201,104
6200,TCP,2020-04-03 14:52:11.802854,1585905731.802854,66,104
6201,TCP,2020-04-03 14:52:11.805181,1585905731.805181,282,3
6202,TCP,2020-04-03 14:52:11.805747,1585905731.805747,16450,197
6203,TCP,2020-04-03 14:52:11.806086,1585905731.806086,16450,194
6204,TCP,2020-04-03 14:52:11.806115,1585905731.806115,66,194
6205,TCP,2020-04-03 14:52:11.806371,1585905731.806371,16450,332
6206,TCP,2020-04-03 14:52:11.806450,1585905731.80645,2201,104
6207,TCP,2020-04-03 14:52:11.806458,1585905731.806458,66,104
6208,TCP,2020-04-03 14:52:11.808750,1585905731.80875,282,3
6209,TCP,2020-04-03 14:52:11.809329,1585905731.809329,16450,197
6210,TCP,2020-04-03 14:52:11.809684,1585905731.809684,16450,194
6211,TCP,2020-04-03 14:52:11.809713,1585905731.809713,66,194
6212,TCP,2020-04-03 14:52:11.809999,1585905731.809999,16450,332
6213,TCP,2020-04-03 14:52:11.810078,1585905731.810078,2201,104
6214,TCP,2020-04-03 14:52:11.810085,1585905731.810085,66,104
6215,TCP,2020-04-03 14:52:11.812439,1585905731.812439,282,3
6216,TCP,2020-04-03 14:52:11.813036,1585905731.813036,16450,197
6217,TCP,2020-04-03 14:52:11.813409,1585905731.813409,16450,194
6218,TCP,2020-04-03 14:52:11.813437,1585905731.813437,66,194
6219,TCP,2020-04-03 14:52:11.813695,1585905731.813695,16450,332
6220,TCP,2020-04-03 14:52:11.813771,1585905731.813771,2201,104
6221,TCP,2020-04-03 14:52:11.813778,1585905731.813778,66,104
6222,TCP,2020-04-03 14:52:11.816048,1585905731.816048,282,3
6223,TCP,2020-04-03 14:52:11.816597,1585905731.816597,16450,197
6224,TCP,2020-04-03 14:52:11.816900,1585905731.8169,16450,194
6225,TCP,2020-04-03 14:52:11.816934,1585905731.816934,66,194
6226,TCP,2020-04-03 14:52:11.817208,1585905731.817208,16450,332
6227,TCP,2020-04-03 14:52:11.817284,1585905731.817284,2201,104
6228,TCP,2020-04-03 14:52:11.817290,1585905731.81729,66,104
6229,TCP,2020-04-03 14:52:11.825960,1585905731.82596,282,3
6230,TCP,2020-04-03 14:52:11.826536,1585905731.826536,16450,197
6231,TCP,2020-04-03 14:52:11.826842,1585905731.826842,16450,194
6232,TCP,2020-04-03 14:52:11.827198,1585905731.827198,16450,332
6233,TCP,2020-04-03 14:52:11.827323,1585905731.827323,66,332
6234,TCP,2020-04-03 14:52:11.827333,1585905731.827333,2201,104
6235,TCP,2020-04-03 14:52:11.831020,1585905731.83102,190,371
6236,TCP,2020-04-03 14:52:11.831672,1585905731.831672,282,3
6237,TCP,2020-04-03 14:52:11.832389,1585905731.832389,16450,197
6238,TCP,2020-04-03 14:52:11.832704,1585905731.832704,16450,194
6239,TCP,2020-04-03 14:52:11.833017,1585905731.833017,16450,332
6240,TCP,2020-04-03 14:52:11.833208,1585905731.833208,66,332
6241,TCP,2020-04-03 14:52:11.833221,1585905731.833221,66,332
6242,TCP,2020-04-03 14:52:11.833230,1585905731.83323,2201,104
6243,TCP,2020-04-03 14:52:11.836679,1585905731.836679,282,3
6244,TCP,2020-04-03 14:52:11.837280,1585905731.83728,16450,197
6245,TCP,2020-04-03 14:52:11.837577,1585905731.837577,16450,194
6246,TCP,2020-04-03 14:52:11.837868,1585905731.837868,16450,332
6247,TCP,2020-04-03 14:52:11.837973,1585905731.837973,66,332
6248,TCP,2020-04-03 14:52:11.837981,1585905731.837981,2201,104
6249,TCP,2020-04-03 14:52:11.877989,1585905731.877989,66,104
6250,TCP,2020-04-03 14:52:11.931958,1585905731.931958,190,371
6251,TCP,2020-04-03 14:52:11.932024,1585905731.932024,66,371
6252,TCP,2020-04-03 14:52:12.032707,1585905732.032707,190,371
6253,TCP,2020-04-03 14:52:12.032752,1585905732.032752,66,371
6254,TCP,2020-04-03 14:52:12.133436,1585905732.133436,190,371
6255,TCP,2020-04-03 14:52:12.133480,1585905732.13348,66,371
6256,TCP,2020-04-03 14:52:12.234129,1585905732.234129,190,371
6257,TCP,2020-04-03 14:52:12.234167,1585905732.234167,66,371
6258,TCP,2020-04-03 14:52:12.334728,1585905732.334728,190,371
6259,TCP,2020-04-03 14:52:12.334770,1585905732.33477,66,371
6260,TCP,2020-04-03 14:52:12.435443,1585905732.435443,190,371
6261,TCP,2020-04-03 14:52:12.435495,1585905732.435495,66,371
6262,TCP,2020-04-03 14:52:12.536166,1585905732.536166,190,371
6263,TCP,2020-04-03 14:52:12.536210,1585905732.53621,66,371
6264,TCP,2020-04-03 14:52:12.636817,1585905732.636817,190,371
6265,TCP,2020-04-03 14:52:12.636858,1585905732.636858,66,371
6266,TCP,2020-04-03 14:52:12.737460,1585905732.73746,190,371
6267,TCP,2020-04-03 14:52:12.737502,1585905732.737502,66,371
6268,TCP,2020-04-03 14:52:12.838185,1585905732.838185,190,371
6269,TCP,2020-04-03 14:52:12.838225,1585905732.838225,66,371
6270,TCP,2020-04-03 14:52:12.938926,1585905732.938926,190,371
6271,TCP,2020-04-03 14:52:12.938973,1585905732.938973,66,371
6272,TCP,2020-04-03 14:52:13.039681,1585905733.039681,190,371
6273,TCP,2020-04-03 14:52:13.039994,1585905733.039994,66,371
6274,TCP,2020-04-03 14:52:13.140444,1585905733.140444,190,371
6275,TCP,2020-04-03 14:52:13.140485,1585905733.140485,66,371
6276,TCP,2020-04-03 14:52:13.241190,1585905733.24119,190,371
6277,TCP,2020-04-03 14:52:13.241231,1585905733.241231,66,371
6278,TCP,2020-04-03 14:52:13.341912,1585905733.341912,190,371
6279,TCP,2020-04-03 14:52:13.341962,1585905733.341962,66,371
6280,TCP,2020-04-03 14:52:13.442659,1585905733.442659,190,371
6281,TCP,2020-04-03 14:52:13.442702,1585905733.442702,66,371
6282,TCP,2020-04-03 14:52:13.543413,1585905733.543413,190,371
6283,TCP,2020-04-03 14:52:13.543455,1585905733.543455,66,371
6284,TCP,2020-04-03 14:52:13.644118,1585905733.644118,190,371
6285,TCP,2020-04-03 14:52:13.644159,1585905733.644159,66,371
6286,TCP,2020-04-03 14:52:13.744801,1585905733.744801,190,371
6287,TCP,2020-04-03 14:52:13.744843,1585905733.744843,66,371
6288,TCP,2020-04-03 14:52:13.845537,1585905733.845537,190,371
6289,TCP,2020-04-03 14:52:13.845582,1585905733.845582,66,371
6290,TCP,2020-04-03 14:52:13.946276,1585905733.946276,190,371
6291,TCP,2020-04-03 14:52:13.946324,1585905733.946324,66,371
6292,TCP,2020-04-03 14:52:14.047014,1585905734.047014,190,371
6293,TCP,2020-04-03 14:52:14.047075,1585905734.047075,66,371
6294,TCP,2020-04-03 14:52:14.147703,1585905734.147703,190,371
6295,TCP,2020-04-03 14:52:14.147748,1585905734.147748,66,371
6296,TCP,2020-04-03 14:52:14.248427,1585905734.248427,190,371
6297,TCP,2020-04-03 14:52:14.248978,1585905734.248978,66,371
6298,TCP,2020-04-03 14:52:14.349148,1585905734.349148,190,371
6299,TCP,2020-04-03 14:52:14.349697,1585905734.349697,66,371
6300,TCP,2020-04-03 14:52:14.449846,1585905734.449846,190,371
6301,TCP,2020-04-03 14:52:14.450212,1585905734.450212,66,371
6302,TCP,2020-04-03 14:52:14.550577,1585905734.550577,190,371
6303,TCP,2020-04-03 14:52:14.550636,1585905734.550636,66,371
6304,TCP,2020-04-03 14:52:14.651234,1585905734.651234,190,371
6305,TCP,2020-04-03 14:52:14.651277,1585905734.651277,66,371
6306,TCP,2020-04-03 14:52:14.751963,1585905734.751963,190,371
6307,TCP,2020-04-03 14:52:14.752013,1585905734.752013,66,371
6308,TCP,2020-04-03 14:52:14.798403,1585905734.798403,282,3
6309,TCP,2020-04-03 14:52:14.799175,1585905734.799175,16450,197
6310,TCP,2020-04-03 14:52:14.799502,1585905734.799502,16450,194
6311,TCP,2020-04-03 14:52:14.799516,1585905734.799516,66,194
6312,TCP,2020-04-03 14:52:14.799534,1585905734.799534,66,194
6313,TCP,2020-04-03 14:52:14.799789,1585905734.799789,16450,332
6314,TCP,2020-04-03 14:52:14.799870,1585905734.79987,2201,104
6315,TCP,2020-04-03 14:52:14.799906,1585905734.799906,66,104
6316,TCP,2020-04-03 14:52:14.799909,1585905734.799909,66,104
6317,TCP,2020-04-03 14:52:14.802276,1585905734.802276,282,3
6318,TCP,2020-04-03 14:52:14.802844,1585905734.802844,16450,197
6319,TCP,2020-04-03 14:52:14.803165,1585905734.803165,16450,194
6320,TCP,2020-04-03 14:52:14.803196,1585905734.803196,66,194
6321,TCP,2020-04-03 14:52:14.803449,1585905734.803449,16450,332
6322,TCP,2020-04-03 14:52:14.803528,1585905734.803528,2201,104
6323,TCP,2020-04-03 14:52:14.803535,1585905734.803535,66,104
6324,TCP,2020-04-03 14:52:14.806007,1585905734.806007,282,3
6325,TCP,2020-04-03 14:52:14.806563,1585905734.806563,16450,197
6326,TCP,2020-04-03 14:52:14.806868,1585905734.806868,16450,194
6327,TCP,2020-04-03 14:52:14.806897,1585905734.806897,66,194
6328,TCP,2020-04-03 14:52:14.807171,1585905734.807171,16450,332
6329,TCP,2020-04-03 14:52:14.807249,1585905734.807249,2201,104
6330,TCP,2020-04-03 14:52:14.807256,1585905734.807256,66,104
6331,TCP,2020-04-03 14:52:14.809646,1585905734.809646,282,3
6332,TCP,2020-04-03 14:52:14.810210,1585905734.81021,16450,197
6333,TCP,2020-04-03 14:52:14.810514,1585905734.810514,16450,194
6334,TCP,2020-04-03 14:52:14.810545,1585905734.810545,66,194
6335,TCP,2020-04-03 14:52:14.810798,1585905734.810798,16450,332
6336,TCP,2020-04-03 14:52:14.810875,1585905734.810875,2201,104
6337,TCP,2020-04-03 14:52:14.810881,1585905734.810881,66,104
6338,TCP,2020-04-03 14:52:14.813276,1585905734.813276,282,3
6339,TCP,2020-04-03 14:52:14.813823,1585905734.813823,16450,197
6340,TCP,2020-04-03 14:52:14.814142,1585905734.814142,16450,194
6341,TCP,2020-04-03 14:52:14.814170,1585905734.81417,66,194
6342,TCP,2020-04-03 14:52:14.814424,1585905734.814424,16450,332
6343,TCP,2020-04-03 14:52:14.814496,1585905734.814496,2201,104
6344,TCP,2020-04-03 14:52:14.814528,1585905734.814528,66,104
6345,TCP,2020-04-03 14:52:14.816878,1585905734.816878,282,3
6346,TCP,2020-04-03 14:52:14.817466,1585905734.817466,16450,197
6347,TCP,2020-04-03 14:52:14.817761,1585905734.817761,16450,194
6348,TCP,2020-04-03 14:52:14.817982,1585905734.817982,66,194
6349,TCP,2020-04-03 14:52:14.818063,1585905734.818063,16450,332
6350,TCP,2020-04-03 14:52:14.818135,1585905734.818135,2201,104
6351,TCP,2020-04-03 14:52:14.818142,1585905734.818142,66,104
6352,TCP,2020-04-03 14:52:14.820771,1585905734.820771,282,3
6353,TCP,2020-04-03 14:52:14.821341,1585905734.821341,16450,197
6354,TCP,2020-04-03 14:52:14.821648,1585905734.821648,16450,194
6355,TCP,2020-04-03 14:52:14.821678,1585905734.821678,66,194
6356,TCP,2020-04-03 14:52:14.821931,1585905734.821931,16450,332
6357,TCP,2020-04-03 14:52:14.822021,1585905734.822021,2201,104
6358,TCP,2020-04-03 14:52:14.822028,1585905734.822028,66,104
6359,TCP,2020-04-03 14:52:14.826620,1585905734.82662,282,3
6360,TCP,2020-04-03 14:52:14.827185,1585905734.827185,16450,197
6361,TCP,2020-04-03 14:52:14.827489,1585905734.827489,16450,194
6362,TCP,2020-04-03 14:52:14.827524,1585905734.827524,66,194
6363,TCP,2020-04-03 14:52:14.827773,1585905734.827773,16450,332
6364,TCP,2020-04-03 14:52:14.827851,1585905734.827851,2201,104
6365,TCP,2020-04-03 14:52:14.827857,1585905734.827857,66,104
6366,TCP,2020-04-03 14:52:14.831312,1585905734.831312,282,3
6367,TCP,2020-04-03 14:52:14.831859,1585905734.831859,16450,197
6368,TCP,2020-04-03 14:52:14.832184,1585905734.832184,16450,194
6369,TCP,2020-04-03 14:52:14.832212,1585905734.832212,66,194
6370,TCP,2020-04-03 14:52:14.832477,1585905734.832477,16450,332
6371,TCP,2020-04-03 14:52:14.832555,1585905734.832555,2201,104
6372,TCP,2020-04-03 14:52:14.832562,1585905734.832562,66,104
6373,TCP,2020-04-03 14:52:14.852708,1585905734.852708,190,371
6374,TCP,2020-04-03 14:52:14.852743,1585905734.852743,66,371
6375,TCP,2020-04-03 14:52:14.953485,1585905734.953485,190,371
6376,TCP,2020-04-03 14:52:14.953533,1585905734.953533,66,371
6377,TCP,2020-04-03 14:52:15.054231,1585905735.054231,190,371
6378,TCP,2020-04-03 14:52:15.054306,1585905735.054306,66,371
6379,TCP,2020-04-03 14:52:15.126002,1585905735.126002,814,2243
6380,TCP,2020-04-03 14:52:15.126028,1585905735.126028,66,2243
6381,TCP,2020-04-03 14:52:15.126099,1585905735.126099,74,23
6382,TCP,2020-04-03 14:52:15.126112,1585905735.126112,66,23
6383,TCP,2020-04-03 14:52:15.126171,1585905735.126171,293,680
6384,TCP,2020-04-03 14:52:15.126179,1585905735.126179,66,680
6385,TCP,2020-04-03 14:52:15.126235,1585905735.126235,74,23
6386,TCP,2020-04-03 14:52:15.126240,1585905735.12624,66,23
6387,TCP,2020-04-03 14:52:15.126260,1585905735.12626,814,2243
6388,TCP,2020-04-03 14:52:15.126276,1585905735.126276,66,2243
6389,TCP,2020-04-03 14:52:15.157021,1585905735.157021,190,371
6390,TCP,2020-04-03 14:52:15.157588,1585905735.157588,66,371
6391,TCP,2020-04-03 14:52:15.257714,1585905735.257714,190,371
6392,TCP,2020-04-03 14:52:15.257982,1585905735.257982,66,371
6393,TCP,2020-04-03 14:52:15.358430,1585905735.35843,190,371
6394,TCP,2020-04-03 14:52:15.358476,1585905735.358476,66,371
6395,TCP,2020-04-03 14:52:15.459163,1585905735.459163,190,371
6396,TCP,2020-04-03 14:52:15.459210,1585905735.45921,66,371
6397,TCP,2020-04-03 14:52:15.559886,1585905735.559886,190,371
6398,TCP,2020-04-03 14:52:15.559932,1585905735.559932,66,371
6399,TCP,2020-04-03 14:52:15.660679,1585905735.660679,190,371
6400,TCP,2020-04-03 14:52:15.660725,1585905735.660725,66,371
6401,TCP,2020-04-03 14:52:15.761430,1585905735.76143,190,371
6402,TCP,2020-04-03 14:52:15.761479,1585905735.761479,66,371
6403,TCP,2020-04-03 14:52:15.862173,1585905735.862173,190,371
6404,TCP,2020-04-03 14:52:15.862224,1585905735.862224,66,371
6405,TCP,2020-04-03 14:52:15.962904,1585905735.962904,190,371
6406,TCP,2020-04-03 14:52:15.962969,1585905735.962969,66,371
6407,TCP,2020-04-03 14:52:16.063665,1585905736.063665,190,371
6408,TCP,2020-04-03 14:52:16.063718,1585905736.063718,66,371
6409,TCP,2020-04-03 14:52:16.164422,1585905736.164422,190,371
6410,TCP,2020-04-03 14:52:16.164501,1585905736.164501,66,371
6411,TCP,2020-04-03 14:52:16.265163,1585905736.265163,190,371
6412,TCP,2020-04-03 14:52:16.265218,1585905736.265218,66,371
6413,TCP,2020-04-03 14:52:16.365938,1585905736.365938,190,371
6414,TCP,2020-04-03 14:52:16.365996,1585905736.365996,66,371
6415,TCP,2020-04-03 14:52:16.466547,1585905736.466547,190,371
6416,TCP,2020-04-03 14:52:16.466601,1585905736.466601,66,371
6417,TCP,2020-04-03 14:52:16.567320,1585905736.56732,190,371
6418,TCP,2020-04-03 14:52:16.567356,1585905736.567356,66,371
6419,TCP,2020-04-03 14:52:16.668038,1585905736.668038,190,371
6420,TCP,2020-04-03 14:52:16.668080,1585905736.66808,66,371
6421,TCP,2020-04-03 14:52:16.768739,1585905736.768739,190,371
6422,TCP,2020-04-03 14:52:16.768780,1585905736.76878,66,371
6423,TCP,2020-04-03 14:52:16.869467,1585905736.869467,190,371
6424,TCP,2020-04-03 14:52:16.869518,1585905736.869518,66,371
6425,TCP,2020-04-03 14:52:16.970128,1585905736.970128,190,371
6426,TCP,2020-04-03 14:52:16.970178,1585905736.970178,66,371
6427,TCP,2020-04-03 14:52:17.070890,1585905737.07089,190,371
6428,TCP,2020-04-03 14:52:17.070935,1585905737.070935,66,371
6429,TCP,2020-04-03 14:52:17.171637,1585905737.171637,190,371
6430,TCP,2020-04-03 14:52:17.171683,1585905737.171683,66,371
6431,TCP,2020-04-03 14:52:17.272402,1585905737.272402,190,371
6432,TCP,2020-04-03 14:52:17.272443,1585905737.272443,66,371
6433,TCP,2020-04-03 14:52:17.373083,1585905737.373083,190,371
6434,TCP,2020-04-03 14:52:17.373124,1585905737.373124,66,371
6435,TCP,2020-04-03 14:52:17.473787,1585905737.473787,190,371
6436,TCP,2020-04-03 14:52:17.473831,1585905737.473831,66,371
6437,TCP,2020-04-03 14:52:17.574531,1585905737.574531,190,371
6438,TCP,2020-04-03 14:52:17.574574,1585905737.574574,66,371
6439,TCP,2020-04-03 14:52:17.675261,1585905737.675261,190,371
6440,TCP,2020-04-03 14:52:17.675312,1585905737.675312,66,371
6441,TCP,2020-04-03 14:52:17.775979,1585905737.775979,190,371
6442,TCP,2020-04-03 14:52:17.776024,1585905737.776024,66,371
6443,TCP,2020-04-03 14:52:17.802734,1585905737.802734,282,3
6444,TCP,2020-04-03 14:52:17.803499,1585905737.803499,16450,107
6445,TCP,2020-04-03 14:52:17.803820,1585905737.80382,16450,230
6446,TCP,2020-04-03 14:52:17.803876,1585905737.803876,66,230
6447,TCP,2020-04-03 14:52:17.804136,1585905737.804136,16450,4
6448,TCP,2020-04-03 14:52:17.804224,1585905737.804224,2344,173
6449,TCP,2020-04-03 14:52:17.804273,1585905737.804273,66,173
6450,TCP,2020-04-03 14:52:17.806727,1585905737.806727,282,3
6451,TCP,2020-04-03 14:52:17.807327,1585905737.807327,16450,107
6452,TCP,2020-04-03 14:52:17.807634,1585905737.807634,16450,230
6453,TCP,2020-04-03 14:52:17.807663,1585905737.807663,66,230
6454,TCP,2020-04-03 14:52:17.808014,1585905737.808014,16450,4
6455,TCP,2020-04-03 14:52:17.808110,1585905737.80811,2344,173
6456,TCP,2020-04-03 14:52:17.808120,1585905737.80812,66,173
6457,TCP,2020-04-03 14:52:17.810557,1585905737.810557,282,3
6458,TCP,2020-04-03 14:52:17.811197,1585905737.811197,16450,107
6459,TCP,2020-04-03 14:52:17.811509,1585905737.811509,16450,230
6460,TCP,2020-04-03 14:52:17.811537,1585905737.811537,66,230
6461,TCP,2020-04-03 14:52:17.811806,1585905737.811806,16450,4
6462,TCP,2020-04-03 14:52:17.811893,1585905737.811893,2344,173
6463,TCP,2020-04-03 14:52:17.811908,1585905737.811908,66,173
6464,TCP,2020-04-03 14:52:17.814290,1585905737.81429,282,3
6465,TCP,2020-04-03 14:52:17.814846,1585905737.814846,16450,107
6466,TCP,2020-04-03 14:52:17.815177,1585905737.815177,16450,230
6467,TCP,2020-04-03 14:52:17.815206,1585905737.815206,66,230
6468,TCP,2020-04-03 14:52:17.815491,1585905737.815491,16450,4
6469,TCP,2020-04-03 14:52:17.815572,1585905737.815572,2344,173
6470,TCP,2020-04-03 14:52:17.815579,1585905737.815579,66,173
6471,TCP,2020-04-03 14:52:17.818004,1585905737.818004,282,3
6472,TCP,2020-04-03 14:52:17.818557,1585905737.818557,16450,107
6473,TCP,2020-04-03 14:52:17.818860,1585905737.81886,16450,230
6474,TCP,2020-04-03 14:52:17.818889,1585905737.818889,66,230
6475,TCP,2020-04-03 14:52:17.819173,1585905737.819173,16450,4
6476,TCP,2020-04-03 14:52:17.819253,1585905737.819253,2344,173
6477,TCP,2020-04-03 14:52:17.819267,1585905737.819267,66,173
6478,TCP,2020-04-03 14:52:17.821540,1585905737.82154,282,3
6479,TCP,2020-04-03 14:52:17.822140,1585905737.82214,16450,107
6480,TCP,2020-04-03 14:52:17.822444,1585905737.822444,16450,230
6481,TCP,2020-04-03 14:52:17.822496,1585905737.822496,66,230
6482,TCP,2020-04-03 14:52:17.822734,1585905737.822734,16450,4
6483,TCP,2020-04-03 14:52:17.822813,1585905737.822813,2344,173
6484,TCP,2020-04-03 14:52:17.822820,1585905737.82282,66,173
6485,TCP,2020-04-03 14:52:17.825263,1585905737.825263,282,3
6486,TCP,2020-04-03 14:52:17.825820,1585905737.82582,16450,107
6487,TCP,2020-04-03 14:52:17.826161,1585905737.826161,16450,230
6488,TCP,2020-04-03 14:52:17.826191,1585905737.826191,66,230
